Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,0.0,Travel_Rarely,1402,Sales,2,3,Marketing,1,3,Female,50.0 - 75.0,3,4,Manager,1,Married,14999.0 - 19999.0,20249.0 - 26999.0,8,Y,False,19.0 - 25.0,4,1,80,0,28,2,3,26,15,15,9
29,0.0,Travel_Rarely,332,Human Resources,17,3,Other,1,2,Male,50.0 - 75.0,2,3,Human Resources,1,Single,5000.0 - 10000.0,6750.0 - 13500.0,1,Y,False,12.0 - 19.0,3,1,80,0,10,3,2,10,9,0,9
38,0.0,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,4,Female,25.0 - 50.0,3,2,Laboratory Technician,4,Single,0.0 - 5000.0,0.0 - 6750.0,1,Y,False,6.0 - 12.0,3,4,80,0,10,2,3,10,3,9,9
41,0.0,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,1,Male,50.0 - 75.0,3,1,Research Scientist,3,Divorced,0.0 - 5000.0,0.0 - 6750.0,4,Y,False,6.0 - 12.0,3,1,80,1,13,2,3,9,8,1,8
40,0.0,Non-Travel,663,Research & Development,9,4,Other,1,3,Male,75.0 - 100.0,3,2,Laboratory Technician,3,Divorced,0.0 - 5000.0,20249.0 - 26999.0,3,Y,False,6.0 - 12.0,3,3,80,2,11,2,4,8,7,0,7
31,0.0,Non-Travel,587,Sales,2,4,Life Sciences,1,4,Female,50.0 - 75.0,3,3,Sales Executive,3,Divorced,5000.0 - 10000.0,6750.0 - 13500.0,1,Y,True,12.0 - 19.0,3,1,80,1,10,5,2,10,8,9,6
50,0.0,Travel_Frequently,809,Sales,12,3,Marketing,1,3,Female,75.0 - 100.0,3,3,Sales Executive,4,Single,5000.0 - 10000.0,0.0 - 6750.0,4,Y,False,6.0 - 12.0,3,4,80,0,16,3,3,2,2,2,1
51,0.0,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,3,Male,75.0 - 100.0,3,4,Manager,2,Divorced,10000.0 - 14999.0,13500.0 - 20249.0,1,Y,True,6.0 - 12.0,3,2,80,1,33,2,3,33,9,0,10
31,0.0,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,3,Female,25.0 - 50.0,2,3,Manufacturing Director,3,Married,5000.0 - 10000.0,13500.0 - 20249.0,1,Y,False,19.0 - 25.0,4,1,80,1,10,2,3,10,9,8,9
45,0.0,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,2,Male,50.0 - 75.0,3,2,Laboratory Technician,2,Divorced,0.0 - 5000.0,6750.0 - 13500.0,8,Y,False,12.0 - 19.0,3,3,80,1,20,2,1,17,9,0,15
52,0.0,Non-Travel,715,Research & Development,19,4,Medical,1,4,Male,25.0 - 50.0,3,1,Research Scientist,4,Married,0.0 - 5000.0,20249.0 - 26999.0,0,Y,False,12.0 - 19.0,3,1,80,1,5,3,3,4,3,1,2
58,1.0,Travel_Rarely,147,Research & Development,23,4,Medical,1,4,Female,75.0 - 100.0,3,3,Healthcare Representative,4,Married,10000.0 - 14999.0,0.0 - 6750.0,1,Y,False,6.0 - 12.0,3,4,80,1,40,3,2,40,10,15,6
30,1.0,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,4,Female,75.0 - 100.0,3,1,Research Scientist,1,Single,0.0 - 5000.0,6750.0 - 13500.0,5,Y,True,6.0 - 12.0,3,3,80,0,8,5,3,5,2,0,4
29,0.0,Travel_Rarely,1210,Sales,2,3,Medical,1,1,Male,75.0 - 100.0,2,2,Sales Executive,2,Married,5000.0 - 10000.0,0.0 - 6750.0,2,Y,False,12.0 - 19.0,3,2,80,2,10,2,3,0,0,0,0
44,0.0,Travel_Rarely,477,Research & Development,7,4,Medical,1,1,Female,25.0 - 50.0,2,3,Healthcare Representative,4,Married,10000.0 - 14999.0,0.0 - 6750.0,3,Y,False,12.0 - 19.0,3,4,80,1,24,4,3,22,6,5,17
36,0.0,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,2,Male,75.0 - 100.0,2,2,Manufacturing Director,2,Single,5000.0 - 10000.0,20249.0 - 26999.0,1,Y,False,12.0 - 19.0,3,3,80,0,6,3,3,6,5,0,3
31,0.0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,3,Male,25.0 - 50.0,2,1,Research Scientist,2,Single,0.0 - 5000.0,6750.0 - 13500.0,0,Y,True,12.0 - 19.0,3,4,80,0,3,5,3,2,2,2,2
21,0.0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,4,Female,50.0 - 75.0,2,1,Research Scientist,2,Single,0.0 - 5000.0,20249.0 - 26999.0,1,Y,True,6.0 - 12.0,3,3,80,0,2,6,4,2,2,2,2
36,0.0,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,2,Female,75.0 - 100.0,3,3,Sales Executive,4,Married,5000.0 - 10000.0,20249.0 - 26999.0,0,Y,False,12.0 - 19.0,3,3,80,1,10,6,3,9,7,2,8
25,0.0,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,1,Female,50.0 - 75.0,3,2,Manufacturing Director,3,Married,0.0 - 5000.0,6750.0 - 13500.0,0,Y,False,6.0 - 12.0,3,4,80,2,5,3,3,4,2,1,2
46,0.0,Non-Travel,1144,Research & Development,7,4,Medical,1,3,Female,25.0 - 50.0,3,2,Manufacturing Director,3,Married,5000.0 - 10000.0,13500.0 - 20249.0,2,Y,False,12.0 - 19.0,3,3,80,0,7,2,4,1,0,0,0
29,0.0,Travel_Rarely,738,Research & Development,9,5,Other,1,2,Male,25.0 - 50.0,2,1,Laboratory Technician,4,Single,0.0 - 5000.0,6750.0 - 13500.0,0,Y,False,12.0 - 19.0,3,3,80,0,4,2,3,3,2,2,2
44,1.0,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,4,Male,25.0 - 50.0,3,1,Laboratory Technician,3,Divorced,0.0 - 5000.0,13500.0 - 20249.0,3,Y,True,19.0 - 25.0,4,4,80,1,19,0,1,1,0,0,0
26,0.0,Travel_Rarely,933,Sales,1,3,Life Sciences,1,3,Male,50.0 - 75.0,3,2,Sales Executive,3,Married,5000.0 - 10000.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,2,80,1,8,3,3,8,7,7,7
55,0.0,Non-Travel,444,Research & Development,2,1,Medical,1,3,Male,25.0 - 50.0,2,4,Manager,1,Single,14999.0 - 19999.0,13500.0 - 20249.0,7,Y,False,12.0 - 19.0,3,2,80,0,31,3,4,9,7,6,2
35,0.0,Travel_Rarely,464,Research & Development,4,2,Other,1,3,Male,50.0 - 75.0,3,1,Laboratory Technician,4,Divorced,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,6.0 - 12.0,3,3,80,1,1,3,3,1,0,0,0
29,1.0,Travel_Frequently,337,Research & Development,14,1,Other,1,3,Female,75.0 - 100.0,3,3,Healthcare Representative,4,Single,5000.0 - 10000.0,20249.0 - 26999.0,0,Y,True,6.0 - 12.0,3,1,80,0,9,1,3,8,7,7,7
32,0.0,Travel_Rarely,498,Research & Development,3,4,Medical,1,3,Female,75.0 - 100.0,3,2,Manufacturing Director,1,Married,5000.0 - 10000.0,13500.0 - 20249.0,1,Y,False,6.0 - 12.0,3,3,80,1,8,2,4,8,7,6,3
41,1.0,Travel_Rarely,1356,Sales,20,2,Marketing,1,2,Female,50.0 - 75.0,3,1,Sales Representative,2,Single,0.0 - 5000.0,20249.0 - 26999.0,1,Y,True,19.0 - 25.0,4,4,80,0,4,5,2,4,3,0,2
28,1.0,Travel_Rarely,890,Research & Development,2,4,Medical,1,3,Male,25.0 - 50.0,3,1,Research Scientist,3,Single,0.0 - 5000.0,13500.0 - 20249.0,6,Y,False,12.0 - 19.0,3,4,80,0,5,3,2,2,2,2,1
35,0.0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,3,Male,75.0 - 100.0,3,2,Research Scientist,3,Single,0.0 - 5000.0,0.0 - 6750.0,1,Y,True,6.0 - 12.0,3,2,80,0,9,3,3,9,6,1,1
28,0.0,Travel_Frequently,791,Research & Development,1,4,Medical,1,4,Male,25.0 - 50.0,3,1,Laboratory Technician,3,Single,0.0 - 5000.0,6750.0 - 13500.0,0,Y,True,6.0 - 12.0,3,3,80,0,5,2,2,4,2,0,2
45,0.0,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,1,Male,75.0 - 100.0,4,2,Manufacturing Director,3,Married,5000.0 - 10000.0,0.0 - 6750.0,4,Y,False,12.0 - 19.0,3,4,80,1,9,1,3,3,2,0,2
42,0.0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,2,Male,75.0 - 100.0,3,2,Manufacturing Director,2,Married,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,12.0 - 19.0,3,4,80,1,10,3,2,9,8,7,8
29,0.0,Non-Travel,746,Sales,2,3,Life Sciences,1,4,Male,50.0 - 75.0,3,2,Sales Executive,3,Married,0.0 - 5000.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,1,80,1,4,3,2,4,3,0,2
26,0.0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,3,Male,50.0 - 75.0,3,1,Research Scientist,4,Single,0.0 - 5000.0,6750.0 - 13500.0,1,Y,True,19.0 - 25.0,4,2,80,0,8,2,2,8,5,2,2
59,0.0,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,1,Female,75.0 - 100.0,3,3,Sales Executive,1,Single,5000.0 - 10000.0,0.0 - 6750.0,7,Y,False,6.0 - 12.0,3,4,80,0,28,3,2,21,16,7,9
31,0.0,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,1,Male,25.0 - 50.0,3,1,Research Scientist,3,Divorced,0.0 - 5000.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,4,80,1,5,1,2,5,2,4,3
52,0.0,Travel_Rarely,319,Research & Development,3,3,Medical,1,4,Male,25.0 - 50.0,2,3,Manufacturing Director,3,Married,5000.0 - 10000.0,13500.0 - 20249.0,2,Y,True,12.0 - 19.0,3,3,80,0,28,4,3,5,4,0,4
38,0.0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,3,Female,50.0 - 75.0,2,3,Healthcare Representative,3,Married,5000.0 - 10000.0,20249.0 - 26999.0,0,Y,False,12.0 - 19.0,3,1,80,1,20,4,2,19,9,1,9
30,0.0,Travel_Rarely,1427,Research & Development,2,1,Medical,1,2,Male,25.0 - 50.0,2,1,Laboratory Technician,4,Single,0.0 - 5000.0,6750.0 - 13500.0,0,Y,False,12.0 - 19.0,3,4,80,0,6,3,3,5,3,1,2
39,1.0,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1,Male,75.0 - 100.0,3,4,Healthcare Representative,4,Divorced,10000.0 - 14999.0,13500.0 - 20249.0,7,Y,False,6.0 - 12.0,3,4,80,3,21,4,3,18,7,11,5
34,0.0,Non-Travel,697,Research & Development,3,4,Life Sciences,1,3,Male,25.0 - 50.0,2,1,Research Scientist,4,Married,0.0 - 5000.0,20249.0 - 26999.0,3,Y,False,12.0 - 19.0,3,4,80,3,6,2,3,0,0,0,0
41,0.0,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,1,3,Male,25.0 - 50.0,3,2,Research Scientist,1,Divorced,0.0 - 5000.0,13500.0 - 20249.0,2,Y,False,12.0 - 19.0,3,1,80,2,17,2,2,1,0,0,0
26,1.0,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,3,Male,50.0 - 75.0,1,1,Laboratory Technician,4,Single,0.0 - 5000.0,20249.0 - 26999.0,1,Y,True,12.0 - 19.0,3,2,80,0,1,3,1,1,0,0,0
42,0.0,Travel_Frequently,1271,Research & Development,2,1,Medical,1,2,Male,25.0 - 50.0,3,1,Research Scientist,4,Single,0.0 - 5000.0,6750.0 - 13500.0,5,Y,True,12.0 - 19.0,3,4,80,0,8,2,3,2,1,2,2
41,0.0,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,4,Male,50.0 - 75.0,2,5,Manager,3,Married,14999.0 - 19999.0,13500.0 - 20249.0,1,Y,False,6.0 - 12.0,3,2,80,1,22,3,3,22,7,2,10
30,0.0,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,4,Male,75.0 - 100.0,3,2,Sales Executive,3,Married,5000.0 - 10000.0,0.0 - 6750.0,8,Y,False,12.0 - 19.0,3,3,80,2,4,2,2,2,1,2,2
30,0.0,Non-Travel,111,Research & Development,9,3,Medical,1,3,Male,50.0 - 75.0,3,2,Laboratory Technician,1,Divorced,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,6.0 - 12.0,3,3,80,2,12,4,3,12,9,6,10
19,1.0,Travel_Rarely,419,Sales,21,3,Other,1,4,Male,25.0 - 50.0,2,1,Sales Representative,2,Single,0.0 - 5000.0,6750.0 - 13500.0,1,Y,True,12.0 - 19.0,3,2,80,0,1,3,4,1,0,0,0
27,0.0,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,2,Female,75.0 - 100.0,3,1,Research Scientist,3,Single,0.0 - 5000.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,3,80,0,1,2,3,1,1,0,0
38,0.0,Travel_Rarely,119,Sales,3,3,Life Sciences,1,1,Male,75.0 - 100.0,3,3,Sales Executive,3,Divorced,10000.0 - 14999.0,6750.0 - 13500.0,0,Y,False,6.0 - 12.0,3,3,80,2,17,6,2,16,10,5,13
36,0.0,Non-Travel,1229,Sales,8,4,Technical Degree,1,1,Male,75.0 - 100.0,3,2,Sales Executive,4,Divorced,5000.0 - 10000.0,20249.0 - 26999.0,4,Y,False,12.0 - 19.0,3,4,80,2,12,3,3,7,7,0,7
32,1.0,Travel_Rarely,1033,Research & Development,9,3,Medical,1,1,Female,25.0 - 50.0,3,1,Laboratory Technician,1,Single,0.0 - 5000.0,6750.0 - 13500.0,7,Y,False,19.0 - 25.0,4,1,80,0,10,2,4,5,4,0,4
39,0.0,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,4,Female,25.0 - 50.0,2,2,Sales Executive,3,Married,5000.0 - 10000.0,13500.0 - 20249.0,4,Y,False,12.0 - 19.0,3,3,80,1,17,1,4,15,11,5,9
33,1.0,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,1,Male,50.0 - 75.0,3,1,Research Scientist,1,Single,0.0 - 5000.0,0.0 - 6750.0,1,Y,True,6.0 - 12.0,3,1,80,0,10,3,3,10,8,9,7
46,0.0,Travel_Rarely,1485,Research & Development,18,3,Medical,1,3,Female,75.0 - 100.0,3,2,Manufacturing Director,3,Divorced,0.0 - 5000.0,20249.0 - 26999.0,2,Y,False,12.0 - 19.0,3,3,80,1,19,5,2,10,7,0,8
46,0.0,Travel_Rarely,1125,Sales,10,3,Marketing,1,3,Female,75.0 - 100.0,2,3,Sales Executive,4,Married,5000.0 - 10000.0,6750.0 - 13500.0,2,Y,True,12.0 - 19.0,3,3,80,1,15,3,3,3,2,1,2
41,0.0,Travel_Rarely,263,Research & Development,6,3,Medical,1,4,Male,50.0 - 75.0,3,1,Laboratory Technician,1,Single,0.0 - 5000.0,0.0 - 6750.0,2,Y,True,12.0 - 19.0,3,3,80,0,20,3,3,18,13,2,17
39,0.0,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,3,Female,25.0 - 50.0,4,2,Human Resources,2,Married,5000.0 - 10000.0,13500.0 - 20249.0,9,Y,False,12.0 - 19.0,3,3,80,1,12,3,1,8,3,3,6
34,1.0,Non-Travel,1362,Sales,19,3,Marketing,1,1,Male,50.0 - 75.0,4,2,Sales Executive,4,Single,5000.0 - 10000.0,0.0 - 6750.0,8,Y,True,12.0 - 19.0,3,2,80,0,9,3,2,5,2,0,4
34,0.0,Travel_Rarely,419,Research & Development,7,4,Life Sciences,1,1,Female,50.0 - 75.0,3,3,Research Director,2,Single,10000.0 - 14999.0,20249.0 - 26999.0,0,Y,False,6.0 - 12.0,3,3,80,0,13,4,3,12,6,2,11
29,0.0,Travel_Rarely,144,Sales,10,1,Marketing,1,4,Female,25.0 - 50.0,2,2,Sales Executive,2,Divorced,5000.0 - 10000.0,6750.0 - 13500.0,1,Y,True,12.0 - 19.0,3,1,80,2,7,2,3,7,7,1,7
37,0.0,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,2,Male,50.0 - 75.0,4,1,Research Scientist,1,Married,0.0 - 5000.0,20249.0 - 26999.0,1,Y,True,6.0 - 12.0,3,1,80,1,8,3,2,8,7,1,7
35,0.0,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,1,4,Male,25.0 - 50.0,4,1,Laboratory Technician,4,Married,0.0 - 5000.0,0.0 - 6750.0,1,Y,False,12.0 - 19.0,3,4,80,0,1,2,3,1,0,0,1
46,0.0,Travel_Rarely,644,Research & Development,1,4,Medical,1,4,Male,75.0 - 100.0,3,3,Healthcare Representative,1,Divorced,5000.0 - 10000.0,6750.0 - 13500.0,7,Y,False,12.0 - 19.0,3,3,80,1,17,3,3,4,2,0,3
47,1.0,Travel_Frequently,719,Sales,27,2,Life Sciences,1,2,Female,75.0 - 100.0,4,2,Sales Executive,3,Single,5000.0 - 10000.0,6750.0 - 13500.0,4,Y,True,6.0 - 12.0,3,4,80,0,8,2,3,5,4,1,3
30,0.0,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,2,Male,50.0 - 75.0,2,1,Research Scientist,4,Divorced,0.0 - 5000.0,0.0 - 6750.0,9,Y,False,6.0 - 12.0,3,2,80,1,10,3,2,5,4,0,3
29,0.0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,3,Female,75.0 - 100.0,3,1,Research Scientist,4,Divorced,0.0 - 5000.0,20249.0 - 26999.0,4,Y,False,19.0 - 25.0,4,1,80,1,11,1,3,7,5,1,7
50,0.0,Travel_Rarely,1207,Research & Development,28,1,Medical,1,4,Male,50.0 - 75.0,4,1,Laboratory Technician,3,Married,0.0 - 5000.0,0.0 - 6750.0,1,Y,True,6.0 - 12.0,3,3,80,3,20,3,3,20,8,3,8
34,0.0,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,2,Female,50.0 - 75.0,3,2,Sales Executive,3,Married,5000.0 - 10000.0,0.0 - 6750.0,1,Y,False,19.0 - 25.0,4,1,80,0,6,3,2,6,5,1,3
31,1.0,Travel_Rarely,330,Research & Development,22,4,Medical,1,4,Male,75.0 - 100.0,3,2,Manufacturing Director,3,Married,5000.0 - 10000.0,20249.0 - 26999.0,1,Y,True,12.0 - 19.0,3,4,80,2,10,3,2,10,2,6,7
48,0.0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1,Male,75.0 - 100.0,2,2,Healthcare Representative,3,Single,0.0 - 5000.0,6750.0 - 13500.0,2,Y,False,12.0 - 19.0,3,4,80,0,19,0,3,2,2,2,2
43,0.0,Travel_Rarely,1473,Research & Development,8,4,Other,1,3,Female,50.0 - 75.0,3,2,Healthcare Representative,3,Divorced,0.0 - 5000.0,0.0 - 6750.0,4,Y,True,12.0 - 19.0,3,4,80,0,8,3,3,5,2,0,2
34,0.0,Travel_Rarely,258,Sales,21,4,Life Sciences,1,4,Male,50.0 - 75.0,4,2,Sales Executive,4,Single,5000.0 - 10000.0,13500.0 - 20249.0,1,Y,False,6.0 - 12.0,3,4,80,0,10,3,3,10,7,5,7
60,0.0,Travel_Rarely,696,Sales,7,4,Marketing,1,2,Male,50.0 - 75.0,4,2,Sales Executive,4,Divorced,5000.0 - 10000.0,6750.0 - 13500.0,0,Y,True,12.0 - 19.0,3,2,80,1,12,3,3,11,7,1,9
52,0.0,Travel_Rarely,258,Research & Development,8,4,Other,1,3,Female,50.0 - 75.0,3,1,Laboratory Technician,1,Married,0.0 - 5000.0,13500.0 - 20249.0,9,Y,False,12.0 - 19.0,3,3,80,0,12,2,1,5,4,0,4
25,0.0,Travel_Rarely,1280,Research & Development,7,1,Medical,1,4,Male,50.0 - 75.0,2,1,Research Scientist,4,Married,0.0 - 5000.0,20249.0 - 26999.0,1,Y,False,6.0 - 12.0,3,3,80,2,2,2,3,2,2,2,1
46,0.0,Travel_Rarely,705,Sales,2,4,Marketing,1,2,Female,75.0 - 100.0,3,5,Manager,1,Single,14999.0 - 19999.0,20249.0 - 26999.0,3,Y,False,6.0 - 12.0,3,4,80,0,22,2,2,2,2,2,1
29,0.0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1,Female,75.0 - 100.0,3,1,Research Scientist,4,Divorced,0.0 - 5000.0,0.0 - 6750.0,1,Y,False,12.0 - 19.0,3,1,80,3,3,5,3,3,2,1,2
41,1.0,Travel_Frequently,143,Sales,4,3,Marketing,1,1,Male,50.0 - 75.0,3,2,Sales Executive,2,Single,5000.0 - 10000.0,6750.0 - 13500.0,1,Y,False,12.0 - 19.0,3,3,80,0,8,5,3,8,7,7,7
45,0.0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,1,Male,50.0 - 75.0,3,1,Research Scientist,4,Married,0.0 - 5000.0,6750.0 - 13500.0,3,Y,False,19.0 - 25.0,4,4,80,2,8,3,2,2,2,0,2
30,0.0,Travel_Rarely,855,Sales,7,4,Marketing,1,4,Female,50.0 - 75.0,3,2,Sales Executive,1,Divorced,0.0 - 5000.0,6750.0 - 13500.0,7,Y,False,12.0 - 19.0,3,2,80,2,8,3,3,3,2,0,2
33,0.0,Travel_Frequently,1146,Sales,25,3,Medical,1,2,Female,75.0 - 100.0,3,2,Sales Executive,3,Married,0.0 - 5000.0,0.0 - 6750.0,1,Y,False,6.0 - 12.0,3,1,80,1,10,3,2,10,7,0,1
33,0.0,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,2,Male,75.0 - 100.0,3,1,Human Resources,3,Married,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,12.0 - 19.0,3,4,80,1,5,2,3,5,4,1,4
42,0.0,Travel_Frequently,748,Research & Development,9,2,Medical,1,1,Female,50.0 - 75.0,3,1,Laboratory Technician,4,Single,0.0 - 5000.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,3,80,0,12,3,3,12,9,5,8
43,0.0,Travel_Rarely,531,Sales,4,4,Marketing,1,4,Female,50.0 - 75.0,2,3,Sales Executive,4,Single,10000.0 - 14999.0,20249.0 - 26999.0,3,Y,False,12.0 - 19.0,3,4,80,0,23,3,4,21,7,15,17
39,0.0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,4,Female,50.0 - 75.0,2,4,Manufacturing Director,4,Married,10000.0 - 14999.0,6750.0 - 13500.0,1,Y,False,12.0 - 19.0,3,3,80,1,21,3,3,21,6,11,8
39,0.0,Travel_Rarely,1431,Research & Development,1,4,Medical,1,3,Female,75.0 - 100.0,3,1,Laboratory Technician,3,Divorced,0.0 - 5000.0,13500.0 - 20249.0,7,Y,False,12.0 - 19.0,3,3,80,3,7,1,3,3,2,1,2
35,0.0,Non-Travel,1212,Sales,8,2,Marketing,1,3,Female,75.0 - 100.0,2,3,Sales Executive,4,Married,10000.0 - 14999.0,13500.0 - 20249.0,4,Y,True,6.0 - 12.0,3,2,80,1,16,6,2,13,2,4,12
26,1.0,Travel_Rarely,1449,Research & Development,16,4,Medical,1,1,Male,25.0 - 50.0,3,1,Laboratory Technician,2,Divorced,0.0 - 5000.0,13500.0 - 20249.0,2,Y,True,12.0 - 19.0,3,4,80,1,5,2,3,3,2,0,2
51,0.0,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,3,Female,75.0 - 100.0,3,2,Sales Executive,4,Married,0.0 - 5000.0,13500.0 - 20249.0,4,Y,False,6.0 - 12.0,3,3,80,1,18,2,2,7,7,0,7
40,0.0,Travel_Rarely,1202,Research & Development,2,1,Medical,1,2,Female,75.0 - 100.0,4,2,Healthcare Representative,3,Divorced,5000.0 - 10000.0,13500.0 - 20249.0,5,Y,False,19.0 - 25.0,4,2,80,3,15,0,3,12,11,11,8
32,0.0,Travel_Rarely,604,Sales,8,3,Medical,1,3,Male,50.0 - 75.0,4,2,Sales Executive,4,Married,5000.0 - 10000.0,6750.0 - 13500.0,1,Y,False,12.0 - 19.0,3,3,80,2,10,4,4,10,7,0,8
28,0.0,Travel_Rarely,995,Research & Development,9,3,Medical,1,3,Female,75.0 - 100.0,3,1,Research Scientist,3,Divorced,0.0 - 5000.0,6750.0 - 13500.0,5,Y,False,12.0 - 19.0,3,2,80,1,6,2,3,2,2,2,2
40,0.0,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,3,Female,75.0 - 100.0,3,5,Manager,3,Married,14999.0 - 19999.0,6750.0 - 13500.0,0,Y,False,12.0 - 19.0,3,4,80,0,21,2,3,20,15,1,12
45,0.0,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,1,Male,75.0 - 100.0,3,3,Laboratory Technician,1,Divorced,5000.0 - 10000.0,20249.0 - 26999.0,1,Y,False,12.0 - 19.0,3,1,80,1,24,2,3,24,9,9,11
44,0.0,Travel_Rarely,1315,Research & Development,3,4,Other,1,4,Male,25.0 - 50.0,3,5,Manager,4,Married,14999.0 - 19999.0,6750.0 - 13500.0,4,Y,True,6.0 - 12.0,3,1,80,1,26,2,4,2,2,0,1
50,0.0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,4,Female,25.0 - 50.0,3,4,Research Director,1,Married,14999.0 - 19999.0,20249.0 - 26999.0,4,Y,True,6.0 - 12.0,3,2,80,0,25,2,3,3,2,1,2
45,0.0,Non-Travel,248,Research & Development,23,2,Life Sciences,1,4,Male,25.0 - 50.0,3,2,Laboratory Technician,1,Married,0.0 - 5000.0,13500.0 - 20249.0,1,Y,True,12.0 - 19.0,3,3,80,1,9,2,3,9,8,0,8
35,0.0,Travel_Frequently,853,Sales,18,5,Life Sciences,1,2,Male,50.0 - 75.0,3,3,Sales Executive,1,Married,5000.0 - 10000.0,6750.0 - 13500.0,1,Y,False,19.0 - 25.0,4,4,80,1,9,3,2,9,8,1,8
48,0.0,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,4,Male,50.0 - 75.0,3,3,Manufacturing Director,4,Single,5000.0 - 10000.0,13500.0 - 20249.0,1,Y,False,6.0 - 12.0,3,3,80,0,11,2,3,10,9,0,8
40,0.0,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,1,Male,50.0 - 75.0,3,2,Research Scientist,4,Divorced,0.0 - 5000.0,20249.0 - 26999.0,1,Y,False,12.0 - 19.0,3,1,80,2,9,3,3,9,8,4,7
42,0.0,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,3,Male,50.0 - 75.0,3,1,Human Resources,3,Divorced,0.0 - 5000.0,20249.0 - 26999.0,0,Y,True,6.0 - 12.0,3,3,80,1,4,5,3,3,2,1,0
21,0.0,Travel_Rarely,996,Research & Development,3,2,Medical,1,4,Male,75.0 - 100.0,2,1,Research Scientist,3,Single,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,12.0 - 19.0,3,1,80,0,3,4,4,3,2,1,0
38,0.0,Travel_Rarely,268,Research & Development,2,5,Medical,1,4,Male,75.0 - 100.0,3,1,Research Scientist,3,Married,0.0 - 5000.0,20249.0 - 26999.0,6,Y,True,12.0 - 19.0,3,2,80,1,6,0,1,1,0,0,1
